season,gameweek,gw_points,total_points,overall_rank,league_rank,elite_average,points_vs_reference,captain,captain_points,transfers,hit_cost,chip,phase,alignment,quality
2026-27,1,43,43,5683594,626,46.1,-3.1,B.Fernandes,2,0,0,,,,partial
